36225:30317,224,1102,226,354,542,650,564,518,70
45133:65784,40871,14885,115259,226,354,542,224,1102,650
34523:122522,3176,121068,116844,121424,116123,103461,111859,100561,105614
46837:100158,89504,354,224,226,1102,542,81,650,70
29873:354,1102,224,226,542,518,564,650,70,81
16380:354,1102,224,226,542,518,564,650,70,81
23323:82537,27027,80474,7680,78091,105742,105558,113053,106099,110513
19852:25098,41553,224,226,1102,354,542,81,518,70
52078:87484,3825,101353,109272,62871,30133,226,1102,354,542
19983:97915,3003,113596,226,1102,354,224,542,564,518
23979:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
50965:72791,20114,20561,13681,8956,76375,77808,108186,92874,110519
48345:122522,3176,121068,116844,121424,116123,103461,111859,100561,105614
48935:12022,120257,62507,106064,90736,17670,7412,34561,41465,57557
32953:19232,3543,18041,27874,18400,37763,86987,66073,91352,53230
20115:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
48542:1890,21555,8964,25911,17,3943,19550,50065,31694,8355
35901:33677,27032,239,11816,53228,71065,11110,20658,21930,25844
52145:354,1102,224,226,542,518,564,650,70,81
6950:23335,1979,12161,85253,48695,34965,94123,87445,354,224
48346:82719,113060,963,1102,226,224,354,542,564,650
32495:3131,25752,13113,2008,35036,62460,102298,88998,93874,21832
16186:56694,98,78249,115568,115443,88433,109695,109653,98005,83268
44351:93643,71628,88052,5476,75014,71581,30653,54657,68137,95722
16972:20417,224,1102,226,354,542,650,564,518,70
20116:17321,224,1102,226,354,542,650,564,518,70
53783:56207,82573,226,224,1102,354,542,650,564,518
43565:47906,40637,1435,35482,71598,77375,75726,82462,83277,66078
42976:224,40608,11474,2914,79030,38266,23871,28108,22763,15662
47692:84814,88621,75939,80461,415,62564,64464,63431,61440,71694
46513:31214,67546,224,226,1102,354,542,81,518,70
10554:2092,114474,67812,79657,76076,105790,108454,105457,105844,113036
26602:116055,10966,1102,224,354,226,542,81,564,70
51754:354,1102,224,226,542,518,564,650,70,81
47562:17282,75700,42161,56968,76983,226,1102,224,354,542
27126:8343,41783,9345,224,1102,226,354,542,81,518
35576:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
13961:10804,224,226,354,1102,542,81,650,70,518
52475:354,1102,224,226,542,518,564,650,70,81
17498:354,1102,224,226,542,518,564,650,70,81
43829:62429,84595,69325,30118,10644,224,1102,354,226,542
19070:18009,39904,1803,9590,23791,40301,54576,56506,7032,31238
19463:27339,24432,95666,73358,9554,26823,117179,1102,542,224
48480:354,1102,224,226,542,518,564,650,70,81
26734:354,1102,224,226,542,518,564,650,70,81
20381:82537,27027,80474,7680,78091,105742,105558,113053,106099,110513
33547:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
19006:8200,65532,502,62,50414,37629,67365,24865,20427,22894
46975:12227,13288,500,76092,61735,36458,94119,108490,34374,42051
26867:64825,224,226,354,1102,542,81,650,70,518
14095:193,110799,103894,73894,46057,57549,72879,116907,72072,99291
34335:997,224,1102,226,354,542,650,564,518,70
9576:48352,10038,224,226,1102,354,542,81,518,70
13375:39753,31378,48933,15639,2703,25337,116139,31246,98142,77817
42654:65532,8200,502,62,50414,37629,67365,24865,20427,22894
29882:65757,224,1102,354,226,542,518,564,650,70
11280:2614,23635,104138,298,88839,106256,68613,49231,82038,56298
46650:12952,104056,81997,1102,226,224,354,542,518,650
24839:354,1102,224,226,542,518,564,650,70,81
44096:354,1102,224,226,542,518,564,650,70,81
47568:13358,45649,6562,58250,302,27649,23874,59506,17482,8596
52284:99440,71715,58796,83216,32053,26777,46736,57080,542,224
7351:8022,236,21834,30954,30002,12351,13990,20818,22001,27535
23464:81462,224,1102,226,354,542,650,564,518,70
25036:354,1102,224,226,542,518,564,650,70,81
49926:26485,35660,8129,1651,4093,73431,66930,44323,70750,95968
45865:86195,224,1102,354,226,542,518,564,650,70
48158:51049,59212,54314,122191,40152,27700,50109,50422,354,224
23399:31639,224,226,354,542,1102,81,564,70,518
51695:97298,98495,354,226,1102,224,542,564,650,70
50713:46535,50872,45766,1102,226,224,354,542,564,518
23465:4556,224,226,354,1102,542,81,650,70,518
29360:12366,56944,20032,14474,15204,97682,11873,33870,21383,24969
35255:115919,2848,115501,122846,115968,115193,110933,114494,114605,111691
25430:96,56070,26252,26504,97147,120127,120710,119464,111092,117690
47766:62883,45202,63088,37282,59681,29959,27122,542,226,1102
20125:96518,1102,354,224,226,542,650,564,518,81
29033:224,40608,11474,2914,79030,38266,23871,28108,22763,15662
46718:6559,11713,111336,85706,27322,80319,89367,82748,57913,99840
44622:115919,2848,115501,122846,115968,115193,110933,114494,114605,111691
20846:2703,39753,31378,15639,48933,25337,98142,31246,116139,77817
26610:354,1102,224,226,542,518,564,650,70,81
6698:6724,224,226,354,542,1102,81,564,70,518
14034:906,112655,101389,11808,77995,112260,105749,108340,108179,118554
46391:82537,27027,78091,7680,80474,105558,113053,105742,106099,110513
51500:29072,32,59343,54549,68431,73705,68756,82577,91299,81864
45998:57192,61647,47364,27733,301,55265,22396,81255,16070,86984
8008:122522,3176,121068,116844,121424,116123,103461,111859,100561,105614
20912:8574,224,1102,354,226,542,518,564,650,70
43313:14117,47458,99255,61371,28936,112212,114726,113966,113695,114930
52221:224,40608,11474,2914,79030,38266,23871,28108,22763,15662
24580:92024,8315,354,1102,226,224,542,564,518,650
24056:57997,4089,37450,1102,226,224,354,542,564,518
50387:49251,78135,7736,354,226,224,542,1102,564,70
44165:224,40608,11474,2914,79030,38266,23871,28108,22763,15662
51501:20032,56944,14474,15204,12366,11873,33870,21383,24969,34004
25301:8200,65532,502,62,50414,37629,67365,24865,20427,22894
45868:17528,224,1102,354,226,542,518,564,650,70
42790:92806,6141,51568,1102,224,354,542,226,564,518
7027:13250,224,1102,226,354,542,518,564,650,70
36961:27614,1133,2232,5553,28873,33985,13511,41489,33978,29929
47834:19291,224,226,354,1102,542,81,650,70,518
35127:354,1102,224,226,542,518,564,650,70,81
41153:49159,36155,651,6503,48335,52606,95265,102512,79473,70547
6569:21576,224,1102,354,226,542,518,564,650,70
27136:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
33752:119338,76243,51354,119142,200,88947,119520,116632,105153,100740
45542:354,1102,224,226,542,518,564,650,70,81
52092:38752,224,1102,354,226,542,518,564,650,70
36176:3137,41813,15529,24527,26109,60812,107087,105865,72515,84403
45346:49241,224,1102,354,226,542,518,564,650,70
43316:28233,119413,7153,29551,59064,224,226,354,1102,542
53796:120085,224,226,354,542,1102,81,564,70,518
36242:226,74442,36186,23114,94821,112944,112893,112242,112666,111751
54713:13897,53648,101606,109134,224,226,354,542,1102,518
32902:1055,224,1102,354,226,542,518,564,650,70
47705:30196,224,1102,226,354,542,650,564,518,70
27597:74157,8839,4357,14574,47717,68555,100297,29707,48649,354
29169:48347,43450,354,224,226,1102,542,518,650,564
27990:87905,67539,97047,42462,7048,34668,107471,103041,71541,59620
47247:354,1102,224,226,542,518,564,650,70,81
20720:119142,119338,51354,76243,200,105153,100740,88947,116632,119520
26615:12227,13288,500,76092,61735,36458,94119,108490,34374,42051
34868:10861,76830,32605,2059,52499,101212,62090,65646,119865,73806
7096:95123,83349,7159,83166,1102,224,226,354,542,518
29956:15365,224,226,354,542,1102,81,564,70,518
29825:29459,25022,49217,17207,66657,69652,37716,99021,36515,24082
27598:601,3514,12993,4589,7246,1467,171,55337,16918,4965
17642:92451,73276,3730,90812,51632,115295,60648,89815,106626,86286
13319:64401,75404,43341,985,224,354,226,542,1102,564
29432:354,1102,224,226,542,518,564,650,70,81
32707:112160,84530,73901,3578,97513,354,226,224,1102,542
26616:77986,20856,226,224,1102,354,542,81,518,70
43319:66573,224,1102,226,354,542,650,564,518,70
3037:42168,224,1102,354,226,542,518,564,650,70
32250:122191,59212,121220,40152,54314,27700,51049,50109,1102,354
6312:12366,56944,14474,15204,20032,6290,33870,21383,24969,34004
43844:80618,224,1102,354,226,542,518,564,650,70
23670:60751,8981,354,1102,226,224,542,564,518,650
2776:8178,87246,1102,224,354,226,542,81,564,70
32251:62860,224,1102,226,354,542,518,564,650,70
17579:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
53080:95846,224,226,354,542,1102,81,564,70,518
16531:224,40608,11474,2914,79030,38266,23871,28108,22763,15662
53342:122522,3176,121068,116844,121424,116123,103461,100408,100561,105614
35788:16804,95513,48990,118528,8526,226,224,1102,542,354
44958:46456,113243,110024,71429,429,87384,78727,97837,114174,84451
13060:101562,82237,1125,18233,1102,224,542,354,226,81
44238:354,1102,224,226,542,518,564,650,70,81
50395:354,1102,224,226,542,518,564,650,70,81
48954:63446,107332,354,1102,226,224,542,564,518,650
52229:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
42470:68417,224,226,354,1102,542,81,650,70,518
48365:11552,224,226,354,1102,542,81,650,70,518
27929:12541,30582,116790,38374,49003,1102,224,354,226,542
48758:4308,2856,2260,11577,31356,5486,24065,7940,46572,16360
47579:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
20790:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
13192:354,1102,224,226,542,518,564,650,70,81
48431:115501,2848,115919,115968,122846,115193,111691,114605,114494,110933
45811:40637,47906,35482,71598,1435,82462,93546,83277,66894,79800
26882:27647,358,8523,709,14087,95137,100762,12330,102342,59499
25441:10653,41564,31958,103053,108172,226,224,354,1102,542
47973:354,1102,224,226,542,518,564,650,70,81
7429:51945,105286,45395,9702,7885,226,224,1102,354,542
34022:82537,27027,80474,7680,78091,105742,105558,113053,106099,110513
28520:35587,224,226,354,1102,542,81,650,70,518
18433:4308,2856,2260,11577,31356,5486,24065,7940,46572,16360
42865:354,1102,224,226,542,518,564,650,70,81
29700:61657,5495,8725,103566,49866,119038,120439,118822,118681,119221
51053:14701,117103,354,224,226,1102,542,518,564,650
26949:92789,1102,354,224,226,542,650,564,518,81
46337:1890,21555,8964,25911,17,3943,19550,50065,31694,8355
11360:12307,224,226,354,542,1102,81,564,70,518
24591:2265,6387,11731,30791,5443,82361,19623,15555,26121,35247
20268:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
43259:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
43914:58700,116,18232,749,1871,24696,35454,49127,15404,24855
27539:4880,99140,112047,106298,109987,25696,73804,542,224,226
29701:47554,4477,542,226,1102,354,224,81,518,564
32583:51123,224,1102,226,354,542,518,564,650,70
32256:354,1102,224,226,542,518,564,650,70,81
19025:22353,20325,17191,29221,76,114365,115818,114665,95042,29592
19680:86678,121526,17642,1102,542,224,226,354,81,564
28981:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
27671:906,112655,101389,11808,77995,112260,105749,108340,108179,118554
27737:28098,12090,225,15207,36541,59746,40477,32827,65648,87249
32584:101757,25641,226,224,1102,354,542,81,518,70
32977:86200,82471,3847,46437,90074,79794,106257,53711,97366,67262
43654:7209,1102,354,224,226,542,650,564,518,81
13590:95432,52395,2405,85630,94017,39911,11935,23215,39330,542
24725:6487,224,226,354,1102,542,81,650,70,518
44179:354,1102,224,226,542,518,564,650,70,81
10905:74188,11717,96269,354,542,226,1102,224,518,70
7958:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
43721:20072,224,226,354,1102,542,81,650,70,518
19814:6398,3841,25024,60439,21297,76978,6848,33125,15283,33040
22893:2208,13420,5217,55098,51644,224,354,226,542,1102
43198:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
23548:105992,37570,87631,85373,262,71372,85571,89615,58949,113682
49093:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
50796:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
2392:2703,39753,31378,15639,48933,25337,98142,31246,116139,77817
20208:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
11431:9372,4820,1122,285,28225,3117,6859,37006,836,7383
24793:31496,1592,99880,924,119864,116071,119472,111816,115630,112841
10842:38438,82137,2532,29325,71197,25380,96812,104336,112136,103279
48308:27416,103889,826,84856,106617,90010,116704,92372,101650,93486
35274:119200,120257,90736,12022,106064,34561,17670,41465,62507,7412
25449:121884,79144,84664,1102,354,226,224,542,564,70
47588:22569,14637,59792,226,224,354,1102,542,564,650
54924:1145,119478,120070,115010,95612,64089,93258,77219,87566,47895
2262:96,56070,26252,26504,97147,120127,120710,119464,111092,117690
9402:9815,224,226,354,542,1102,81,564,70,518
32982:354,1102,224,226,542,518,564,650,70,81
50864:83351,109682,1102,224,226,542,354,564,650,70
34293:9265,224,226,354,542,1102,81,564,70,518
24206:6879,4802,29861,96066,100719,1102,354,224,226,542
49227:34528,14500,27726,1102,226,224,354,542,564,650
36979:36370,116610,79389,38541,1102,226,354,224,542,518
36193:64836,3157,12614,4192,96253,98902,122882,38749,542,226
28988:96537,85581,70969,123183,28223,50036,68832,226,1102,224
44053:74638,20407,354,224,226,1102,542,81,650,70
29578:110865,59417,55900,122790,2139,108705,107711,101088,102913,107935
6391:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
16020:43805,7120,354,224,542,226,1102,81,564,70
50342:64093,224,1102,226,354,542,650,564,518,70
24273:20604,118306,542,354,1102,226,224,564,70,650
47853:2703,39753,31378,15639,48933,25337,98142,31246,116139,77817
13269:60010,224,1102,354,226,542,518,564,650,70
25059:65215,58739,953,50094,6756,92983,61092,51625,15491,120681
51390:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
24339:5287,69341,561,33494,61133,82667,81807,92634,80717,87328
20409:33884,46783,33602,39762,1102,354,226,542,224,564
54076:24141,117542,117591,790,108382,114368,114109,115857,114422,115895
28204:354,1102,224,226,542,518,564,650,70,81
45758:95615,2636,354,226,1102,224,542,564,650,70
36064:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
33837:11917,12722,74766,168,17102,31188,36122,35164,48465,67466
32986:118829,12586,121483,115529,116973,113937,102784,105639,110405,98184
46217:63869,224,226,354,542,1102,81,564,70,518
11240:354,1102,224,226,542,518,564,650,70,81
18707:116032,94017,85630,95432,2405,52395,39911,39330,11935,542
36261:224,40608,11474,2914,79030,38266,23871,28108,22763,15662
51195:100122,224,1102,354,226,542,518,564,650,70
11699:436,44945,10741,5403,44,104541,90921,94441,96023,69565
6983:12227,13288,500,76092,61735,36458,94119,108490,34374,42051
52833:33040,60439,21297,6398,3841,15283,33125,76978,25024,6848
36393:60311,224,226,354,542,1102,81,564,70,518
44515:97481,111927,17567,100119,98082,69254,61086,88462,74601,81955
19887:7549,83449,10985,1287,88298,58339,13562,11602,60917,56665
43598:354,1102,224,226,542,518,564,650,70,81
27616:1913,18697,31633,24194,12832,30661,41447,6198,74016,79231
43729:354,1102,224,226,542,518,564,650,70,81
28992:42212,224,1102,354,226,542,518,564,650,70
22901:91428,104665,44837,226,224,1102,354,542,81,518
36656:13306,16059,58756,224,226,1102,354,542,81,518
29582:840,72929,110229,81857,114176,101857,109059,108986,100076,105636
45564:116032,94017,95432,52395,2405,11935,39911,23215,39330,354
51918:115968,115501,115919,2848,122846,114494,110933,114605,115193,111691
47857:354,18578,14003,32199,75602,73627,32717,71763,40107,15628
55455:102990,224,226,354,1102,542,81,650,70,518
51132:75090,1102,354,224,226,542,650,564,518,81
20544:6413,23207,354,224,226,1102,542,518,564,650
52377:117575,122130,108884,104345,4194,73839,88748,44350,66480,77021
54080:109257,108977,8360,75488,13341,85217,98255,111435,67810,97152
26636:96,56070,26252,26504,97147,120127,120710,119464,111092,117690
10392:354,1102,224,226,542,518,564,650,70,81
33841:36208,224,1102,226,354,542,650,564,518,70
45762:354,1102,224,226,542,518,564,650,70,81
26440:37738,224,226,354,1102,542,81,650,70,518
43470:10408,108523,100449,34862,104759,120166,23587,59400,55711,120081
18711:121821,116062,7037,108983,110776,107341,107411,91379,102973,89200
24999:9023,22745,81222,8456,81,50844,95600,180,40121,54389
50020:2703,39753,31378,15639,48933,25337,98142,31246,116139,77817
45697:54165,7680,93432,41954,25329,224,354,1102,542,226
17925:4308,2856,2260,11577,31356,5486,24065,7940,46572,16360
54540:2265,6387,11731,30791,5443,82361,19623,15555,26121,35247
7184:6774,83258,66809,55179,55823,14368,24321,224,226,354
17926:21981,224,226,354,542,1102,81,564,70,518
44257:122522,3176,121068,116844,121424,116123,103461,111859,100561,105614
19498:118829,115529,121483,116973,12586,113937,102784,110405,98184,105639
27293:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
47991:8199,91755,28085,102846,56154,54034,66644,73376,91972,69973
28996:39904,1803,40301,31238,9590,56506,54576,18009,57895,7032
43799:20224,44199,70235,118176,29204,42215,14706,542,226,354
26442:34188,224,1102,354,226,542,518,564,650,70
18713:42640,35582,42756,10039,55944,58808,96378,84982,98327,84912
47992:2703,39753,31378,15639,48933,25337,98142,31246,116139,77817
42556:719,33261,50876,12571,14739,40015,98339,24778,5163,23239
20810:25749,224,226,354,542,1102,81,564,70,518
42622:77204,224,1102,226,354,542,518,564,650,70
19304:354,1102,224,226,542,518,564,650,70,81
17863:21875,224,1102,226,354,542,650,564,518,70
8104:24468,8300,47836,1102,226,224,354,542,518,70
32994:16596,224,226,354,1102,542,81,650,70,518
49631:91476,59292,16301,25379,11413,112050,109846,100710,97905,89711
29326:43900,8489,61819,15787,736,2936,55051,39630,35783,80332
26510:8200,65532,502,62,50414,37629,67365,24865,20427,22894
47994:2757,57868,86872,57034,29174,39796,46210,106585,542,224
19043:94333,111530,74575,21878,100261,106862,110913,107209,104503,104795
32667:3792,224,226,354,1102,542,81,650,70,518
26707:54187,98989,542,226,1102,354,224,81,518,564
49370:27971,18536,354,226,1102,224,542,564,650,70
45178:3584,71970,354,224,226,1102,542,81,650,70
7188:1890,21555,8964,25911,17,3943,19550,50065,31694,8355
43999:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
35746:22572,224,1102,354,226,542,518,564,650,70
27166:4308,2260,11577,2856,31356,5486,24065,7940,46572,16360
34895:56070,26504,97147,26252,96,120127,107654,120710,111092,119464
35026:55024,4953,18214,41570,354,224,226,1102,542,81
24808:36976,32733,84735,69313,10492,93654,109479,103755,91567,69912
49960:85837,1102,354,224,226,542,650,564,518,81
23040:108904,118698,10406,111861,87193,45322,56151,79435,41523,354
33258:9537,47993,1102,224,354,226,542,81,564,70
46489:224,40608,11474,2914,79030,38266,23871,28108,22763,15662
1163:22563,76693,75732,1097,713,71603,85958,93870,84466,86017
20420:26139,224,226,354,542,1102,81,564,70,518
47144:121068,116844,116123,3176,121424,105614,111859,100561,103461,100408
19503:3043,224,1102,226,354,542,650,564,518,70
43411:36370,116610,61855,38541,1102,226,354,224,542,518
35289:7859,224,1102,354,226,542,518,564,650,70
29525:354,1102,224,226,542,518,564,650,70,81
33652:354,1102,224,226,542,518,564,650,70,81
25137:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
42495:354,1102,224,226,542,518,564,650,70,81
11055:2703,39753,31378,15639,48933,25337,98142,31246,116139,77817
27627:354,1102,224,226,542,518,564,650,70,81
18195:58271,61824,58672,61625,26914,101310,98068,81036,46578,60537
47539:68549,224,226,354,1102,542,81,650,70,518
48260:63852,3367,51732,76295,226,224,354,542,1102,81
51535:61856,43127,33073,28053,1102,226,354,224,542,564
16558:96,56070,26252,26504,97147,120127,120710,119464,111092,117690
43217:52980,68573,8662,238,32353,28689,47328,934,31016,14022
33261:57630,3039,84465,14569,30967,76890,77211,16692,74093,45848
48195:76594,4616,76357,76183,11822,74280,85935,93336,54763,61929
28414:55262,224,226,354,542,1102,81,564,70,518
44658:2265,6387,11731,30791,5443,82361,19623,15555,26121,35247
12498:72179,20182,13976,28783,901,19177,101102,18444,11102,26248
16297:9023,22745,81222,8456,81,50844,95600,180,40121,54389
23895:60509,224,226,354,542,1102,81,564,70,518
24157:61657,5495,8725,103566,49866,119038,120439,118822,118681,119221
34703:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
52650:224,40608,11474,2914,79030,38266,23871,28108,22763,15662
44135:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
13874:69725,65732,25459,93435,1760,37410,119299,33359,542,224
44659:122783,48650,38612,1102,354,224,226,542,81,650
29922:38168,15831,354,224,226,1102,542,81,650,70
36210:59826,224,226,354,1102,542,81,650,70,518
47345:120763,8447,79220,94203,93928,80922,85360,86217,113332,78856
18525:84433,224,226,354,1102,542,81,650,70,518
3002:1247,1102,354,224,226,542,650,564,518,81
6146:3835,82145,108994,5605,224,1102,354,226,542,81
30054:57407,46972,1851,15420,262,71042,53532,39834,77264,21778
13024:80114,48747,542,354,1102,226,224,564,650,518
45250:65039,101496,107546,6293,48784,55467,57979,95212,88100,76474
24945:80254,79349,14566,1069,114389,114505,83625,115258,104119,100937
25535:81331,5577,24990,14617,97,17681,75289,2371,44671,10766
35229:82537,27027,80474,7680,78091,106099,113053,105742,104965,110513
17937:115919,2848,115501,122846,115968,115193,110933,114494,114605,111691
26845:38578,224,1102,226,354,542,650,564,518,70
34837:27416,106617,103889,84856,826,90010,92372,101650,93486,116704
10078:70818,16996,19362,1102,226,224,354,542,564,650
33527:354,1102,224,226,542,518,564,650,70,81
33789:8199,91755,28085,56154,102846,66644,69973,73376,91972,53342
23113:133,29991,27930,303,35693,53971,1242,18965,50638,52136
46562:354,1102,224,226,542,518,564,650,70,81
35296:121708,119173,102439,94996,616,112713,114809,115082,117688,116367
47479:9950,108672,50177,1102,224,354,226,542,564,518
28484:82537,27027,80474,7680,78091,105742,105558,113053,106099,110513
44728:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
54226:102337,13453,113504,7647,114165,113324,102033,97144,109964,107173
33921:224,40608,11474,2914,79030,38266,23871,28108,22763,15662
16891:20302,57266,226,224,1102,354,542,81,518,70
24489:2092,114474,67812,79657,76076,105790,108454,105457,105844,113036
5691:87861,53206,114333,81721,19912,1102,224,226,542,354
19184:18768,37130,74263,104349,354,226,224,1102,542,81
32546:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
18005:35486,107018,90854,19737,65107,49680,109645,92495,114488,93189
46039:2614,23635,73667,104138,298,56298,82038,88839,106256,68613
24162:96,56070,26252,26504,97147,120127,120710,119464,111092,117690
33201:64936,98371,83308,40,66205,73898,67891,68807,74363,71460
42699:436,44945,10741,5403,44,104541,69565,96023,94441,97653
26586:29221,20325,17191,22353,76,114365,29592,115818,114665,95042
29468:119044,13969,92661,37347,42951,354,226,542,224,1102
11259:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
20233:122178,11008,106204,110095,102318,64108,88198,51204,83186,69127
37918:354,1102,224,226,542,518,564,650,70,81
33988:1803,39904,40301,31238,9590,56506,54576,18009,57895,7032
35691:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
29993:81042,224,1102,354,226,542,518,564,650,70
20954:27131,224,1102,354,226,542,518,564,650,70
49643:5328,101347,80314,106016,8195,70962,25508,121349,1102,224
54228:52088,9847,354,224,226,1102,542,81,650,70
44010:176,38464,24784,30422,21490,102340,102793,18140,92534,85478
34054:94532,109824,110855,78064,331,103175,106999,112220,95527,104678
13618:16797,224,1102,354,226,542,518,564,650,70
18334:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
46368:72034,25913,86029,1102,354,224,226,542,81,518
34906:37048,224,1102,354,226,542,518,564,650,70
45255:97024,1102,354,224,226,542,650,564,518,81
48399:3137,41813,15529,24527,26109,60812,107087,84403,72515,105865
29208:122522,3176,121068,116844,121424,116123,103461,111859,100561,105614
48465:2703,39753,31378,15639,48933,25337,98142,31246,116139,77817
7069:31496,1592,99880,924,119864,111816,116071,112841,115630,109784
22986:354,1102,224,226,542,518,564,650,70,81
33859:81296,123077,25552,1102,226,354,224,542,564,518
26458:2703,39753,31378,15639,48933,25337,98142,31246,116139,77817
42833:4308,2856,2260,11577,31356,5486,24065,7940,46572,16360
48466:64739,95541,64513,294,37370,92966,87383,84305,86903,86691
51479:57985,48022,1102,224,226,542,354,564,650,70
34318:3150,122798,113646,104992,96407,79230,85392,81299,79148,86762
53706:6406,86855,16236,12651,25461,224,1102,354,542,226
29930:2703,39753,31378,15639,48933,25337,98142,31246,116139,77817
29668:51635,224,1102,226,354,542,650,564,518,70
45323:110600,224,1102,226,354,542,518,564,650,70
46895:22708,1102,354,224,226,542,650,564,518,81
25280:120476,99906,110593,4686,103108,75169,79580,91238,81572,72490
19582:354,1102,224,226,542,518,564,650,70,81
18272:354,1102,224,226,542,518,564,650,70,81
33206:11917,12722,74766,168,17102,48465,36122,67466,31188,35164
32355:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
45717:42060,45838,106992,224,226,1102,354,542,81,518
25412:224,40608,11474,2914,79030,38266,23871,28108,22763,15662
14015:29610,16034,354,226,1102,224,542,564,650,70
52136:24933,669,11072,8322,16965,30815,6856,51232,13077,15013
50695:8892,43674,6926,60528,43221,22813,11926,56873,64394,32517
29080:3502,20322,45770,15318,866,78415,48202,63861,120964,111765
46831:114979,89528,6381,117412,25298,84593,41343,122877,11806,69169
33207:4646,14113,226,224,1102,542,354,518,70,650
51023:83148,6908,57214,1030,24170,69442,73651,99516,67410,85588
23448:5776,2488,93629,4356,7180,73812,85234,15988,542,224
27116:14762,22365,42881,10849,40852,60793,30225,54976,80574,44634
35893:27647,358,709,8523,14087,95137,100762,12330,102342,59499
49124:74931,74471,122228,431,117268,110400,116586,115355,87281,97173
50696:44052,224,226,354,1102,542,81,650,70,518
14147:120408,120511,115356,117218,8093,84226,82143,109829,112786,85653
23055:30972,42198,96677,1102,354,224,226,542,81,650
20304:22502,25922,224,226,1102,354,542,81,518,70
34976:85466,10930,64562,42133,5582,86646,102332,114204,28016,92715
32422:50737,33885,65340,302,654,616,76,17,542,226
15130:8588,35516,654,17,302,76,616,1102,542,224
